name|development_stage|completion_year|dwellings_number|address_line1|address_region|address_code|housing_tenure|legal_form
Woongroep WWG [wg]|active||||Utrecht||[]|[]
Woongroep Zuilenstein [50+]|active||||Utrecht||[]|[]
Woonvereniging Park Welgelegen|active||||Utrecht||[]|[]
Yes Nuestra [H] [wg]|active||||Utrecht||['rental_social']|[]
Jonashoeve|active||||Vaassen||[]|[]
De Zwanenpoort [ 20 2011] [50+]|active|2011|20||Varsseveld||[]|[]
VIGO Veenendaal [H 27 1997] [50+]|active|1997|27||Veenendaal||['rental_social']|[]
Woongroep 50+Venray [H 28 1997] [50+]|active|1997|28||Venray||['rental_social']|[]
*Initiatiefgroep Carpe Diem [H] [50+]|developing||||Vinkeveen||['rental_social']|[]
Woongroep Vleuterweide [ 25 2011] [50+ gh]|active|2011|25||Vleuten||[]|[]
Groepswonen de Bongerd [H 25] [50+]|active||25||Vleuten- de Meern||['rental_social']|[]
C.W. Voorburg [H 31 1988] [cw]|active|1988|31||Voorburg||['rental_social']|[]
*C.W. de Vossenburgh [ 64 2005] [cw]|developing|2005|64||Voorschoten||[]|[]
Grûn|active|2009|||Voorst||[]|[]
Woongroep Cromme Acker Staete [H 26 2010] [50+]|active|2010|26||Voorthuizen||['rental_social']|[]
*Woongroep Voorthuizen [HK 25] [50+]|developing||25||Voorthuizen||['rental_social','ownership_full']|[]
De Cuyperspastorie [ww sp]|active||||Vorden||[]|[]
Windenberg|active||||Vorden||[]|[]
Woongroep Waalwijk [50+]|active||||Waalwijk||[]|[]
Buziau [wg]|active||||Wageningen||[]|[]
C.W. 't Binnenveld [H 36 1990] [cw]|active|1990|36||Wageningen||['rental_social']|[]
C.W. Het Punt [H 46 1985] [cw]|active|1985|46||Wageningen||['rental_social']|[]
Casa Cranca|active||||Wageningen||[]|[]
De Huismus|active||||Wageningen||[]|[]
De Overkant [ 6 1983]|active|1983|6||Wageningen||[]|[]
De Wolfswaard [ 16]|active||16||Wageningen||[]|[]
G7 [wg]|active||||Wageningen||[]|[]
Heerenstraat 1 Bis Woongroep|active||||Wageningen||[]|[]
Studentenvrijstaat Droevendaal [ 1999]|active|1999|||Wageningen||[]|[]
Woongroep De Engelenbak|active||||Wageningen||[]|[]
Woongroep H 16A|active||16||Wageningen||['rental_social']|[]
Woongroep H 71A|active||71||Wageningen||['rental_social']|[]
Woongroep Studentenhuis|active||||Wageningen||[]|[]
De Hobbitstee [ 1969] [ww eco]|active|1969|||Wapserveen||[]|[]
Woongroep Warfumburen [H 26 1990] [50+]|active|1990|26||Warffum||['rental_social']|[]
Woongroep 't Waliën|active||||Warnsveld||[]|[]
Woongroep De Harmonie [H]|active||||Warnsveld||['rental_social']|[]
Woonvereniging Harmonie [H 1984] [wg]|active|1984|||Warnsveld||['rental_social']|[]
Groepswonen Cranenborch [H 15 1993] [50+]|active|1993|15||Wassenaar||['rental_social']|[]
C.W. Westervoort [H 26 1985] [cw]|active|1985|26||Westervoort||['rental_social']|[]
Boerderij de Kovel [K]|active||||Wichmond||['ownership_full']|[]
Groepswonen Pepijnhof [ 22 1996] [50+]|active|1996|22||Wijk bij Duurstede||[]|[]
*Woongroep de Ruisdaelhof [H 34 2008] [50+]|developing|2008|34||Wijk bij Duurstede||['rental_social']|[]
Bewonersvereniging It Waldhús [ 16] [50+]|active||16||Wijnjewoude||[]|[]
V.W.O. Winschoten [H 51] [50+]|active||51||Winschoten||['rental_social']|[]
Woongemeenschap Botanica-Hof [HK 63] [50+]|active||63||Winschoten||['rental_social','ownership_full']|[]
Woongroep Den Pollewik [H 20 1993] [50+]|active|1993|20||Winterswijk||['rental_social']|[]
Woongroep Woerden [50+]|active||||Woerden||[]|[]
De Nieuwe Proef [ 2006] [ww]|active|2006|||Wogmeer||[]|[]
Alles Onder Een Dak|active||||Wolfheze||[]|[]
Samen aan de Zaan [H 11 1985] [cw]|active|1987|11||Zaandam||['rental_social']|[]
Sen Zaanstad [50+ multi]|active||||Zaandam||[]|[]
Woongemeenschap Oase [H 73] [50+]|active||73||Zaandam||['rental_social']|[]
*Zaans Woongroepproject De Oldenborgh [50+]|developing||||Zaanstad||[]|[]
Woongroep Woonwaard [H 20] [50+]|active||20||Zaltbommel||['rental_social']|[]
*Pentakelwoningen Zeewolde [K 11 2010] [cw eco]|developing|2010|11||Zeewolde||[]|[]
Woongroep Kruidenborg [HK 41 2008] [50+]|active|2008|41||Zeewolde||['rental_social','ownership_full']|[]
Villa Vrugtbaar|active||||Zeist||[]|[]
Woongroep|active||||Zeist||[]|[]
Woongroep Couwenhoven [H 5] [50+ gh]|active||5||Zeist||['rental_social']|[]
Woongroep Meester de Klerkstraat [H 20 1997] [50+]|active|1997|20||Zeist||['rental_social']|[]
*Zeister Werf [K 22 2019] [50+]|developing|2019|22||Zeist||['ownership_full']|[]
*Vereniging Duurzaam Wonen Overbetuwe [HK 24] [eco]|developing||24||Zetten||['rental_social','ownership_full']|[]
De Open Stal [H]|active||||Zevenaar||['rental_social']|[]
Woongroep De Steegse Poort [HK 25] [50+]|active||25||Zevenaar||['rental_social','ownership_full']|[]
Woongroep de Vijverborg [H 24] [50+]|active||24||Zevenhuizen||['rental_social']|[]
C.W. Zoetermeer [H 21 1988] [cw]|active|1988|21||Zoetermeer||['rental_social']|[]
Reginaborgh [50+]|active||||Zoetermeer||[]|[]
Woongroep de Haagsche Poort [H 37] [50+]|active||37||Zoetermeer||['rental_social']|[]
*Woongroep Nadine [H 21] [50+]|developing||21||Zoetermeer||['rental_social']|[]
Woongroep Sarabande [H 23] [50+]|active||23||Zoetermeer||['rental_social']|[]
*De Derde Fase [50+ ww]|developing||||Zutphen||[]|[]
*De Naobers [ 25] [50+]|developing||25||Zutphen||[]|[]
De Oude Wand|active||||Zutphen||[]|[]
Hof van Heden [H 7 2005]|active|2005|7||Zutphen||['rental_social']|[]
VWZ De Groene Marke [HK 50 1991]|active|1991|50||Zutphen||['rental_social','ownership_full']|[]
Woonderij Eos [HK 36 2005] [cw]|active|2005|36||Zutphen||['rental_social','ownership_full']|[]
*Woongemeenschap Rowida [H 47] [cw]|developing||47||Zutphen||['rental_social']|[]
De Stolp [50+]|active||||Zwaag||[]|[]
Ma Awitya [ 49] [50+ multi]|active||49||Zwaag||[]|[]
Aahof [50+]|active||||Zwolle||[]|[]
C.W. Zwolle [H 35 1985] [cw]|active|1985|35||Zwolle||['rental_social']|[]
De Meanderhof [ 51 2007] [ww]|active|2007|51||Zwolle||[]|[]
De Nooten [ 2013] [ww]|active|2013|||Zwolle||[]|[]
Mens- en Milieuvriendelijk Wonen Zwolle De Bongerd [HK 36 1997] [eco]|active|1997|36||Zwolle||['rental_social','ownership_full']|[]
*Woongemeenschap GVO Zwolle [HK 24] [50+]|developing||24||Zwolle||['rental_social','ownership_full']|[]
